,Comment,Emotion
3033,like participate sketch challenges time time im feeling inspired,joy
3034,sweden,fear
3035,also feel aggravated embarassing reason dont want go home yet dreaded coming im dreading leaving,anger
3036,see lovers feel envious want someone,anger
3037,feel offended sad know ignorance,anger
3038,feel frantic controlling message wary others readings fearful meaning might find create performance,fear
3039,im feeling kind feeling confused yet like bleh,fear
3040,feeling amused delighted,joy
3041,became clear man used many people sexually psychologically,anger
3042,feel paranoid atleast get comfort dd person talk feel lie total crap around nicest kindest caring person ever met dont think ever find anyone great life,fear
3043,climbed cherry tree alone thick caterpillar beside fingers feel disgusted caterpillars snakes terribly afraid caterpillar crawling fingers fear almost unable climb,fear
3044,think possible maybe denying maybe opening whole possibility maybe realised possible give man men power make feel shaken leather sandals,fear
3045,feel like person tortured somebody like see fans confused embarrassed time,fear
3046,wasnt feeling well yesterday today randomly busy,joy
3047,feel jealous know go women,anger
3048,stand actually annoying giggle also acknowledge feeling dissatisfied,anger
3049,feel invigorated,joy
3050,feel selfish want keep baby close awhile let rest world unless feel like,anger
3051,really feel kids tortured highschool,fear
3052,rid many bad habits fall back feel insecure vulnerable,fear
3053,feeling vulnerable worrying publishing world like stories like next one write,fear
3054,feel innocent want hurt anyone,joy
3055,feel better almost tasting success,joy
3056,like feeling vulnerable exposing worries concerns mostly felt need hold together strong one,fear
3057,always feel little shy situations nervous shyness making seem aloof,fear
3058,feel classroom extremely dangerous,anger
3059,im feeling festive tonight,joy
3060,fully enjoy music feel afraid using headphones,fear
3061,feel impatient final post four weeks tangible results far exciting see far philips reaura go terms firming smoothing,anger
3062,feel faithful isnt enough eyes,joy
3063,know right feel like still th grade trying useful little legs let,joy
3064,want enjoy feel successful,joy
3065,created paint owl e course intention sharing simple shape templates use start owls others could easily create feel afraid start blank canvas,fear
3066,feel radiant morning,joy
3067,ill feel lively,joy
3068,reply make feel pretty,joy
3069,sit tonight pensive tense feeling little fearful,fear
3070,tend think kinda contributed medium intelligence made understand feel things clever sensible way visual arts field especially always feeling losing,joy
3071,spoke reported feeling dissassociated dissatisfied human lives,anger
3072,feel really wronged fact hu jia good society,anger
3073,wonder would feel someone screaming saying horribly rude things behind back later,anger
3074,feeling month going damn cool things store,joy
3075,feel tortured person one world even think im somebody wish somebody wishing waste time though dream somebody tortured,fear
3076,staying alone biology building dark,fear
3077,im feeling little grumpy today lame weather tease got weekend,anger
3078,feel glad little blog share dangers see path ahead,joy
3079,feeling view isnt going popular thats fine,joy
3080,feeling nervous sure like anyone else would position,fear
3081,also get feel proud weight loss completed months time lost around kg approx pounds,joy
3082,could feel hit strange foggy wall,fear
3083,guess would feel like joseph walt trusting care mother finances six months died times want defend self god makes quiet,joy
3084,feel need emphasize things moment grumpy last week,anger
3085,like idea women entertainment industry especially pop music may feel pressured turn hypersexual tartlets get feeling rihanna provocative feels,fear
3086,feel eyes hateful eyes side glass belong family members beautiful victims,anger
3087,spend time dating attempting date end feeling confused,fear
3088,first held scotty knew love high priced bundle joy couldnt help feeling apprehensive time come holds,fear
3089,im feeling heart make list things thankful,joy
3090,dont know explain well like happily bobbing along exploring abstract universe make contact something get excited happy feel satisfied like ive formed special bond whatever ive encountered,joy
3091,talk essay people feel differently poetry angry sad,anger
3092,get giddy feeling elegant perfectly fitted pencil skirt,joy
3093,feel special im wearing front,joy
3094,may pour half empty cup still making significantly less making age fresh college entire dollar change hour feels like sweet desperate progress,joy
3095,posted lovely picture instagram feeling slightly rebellious walking plane feeling,anger
3096,ive predicted angle win im feeling slightly less grumpy wrote lets say gallows wins clean keep things tight,anger
3097,need nine hours true get less even seven hours supposed norm people consider lot feel grumpy unhappy seriously unmotivated,anger
3098,almost feel greedy believing want much,anger
3099,feeling really emotionally distraught unable concentrate,fear
3100,grabbed collar pulled passionate tonguey kiss feeling long member slide waiting ass cheeks pulsed frantic bud clit,fear
3101,feel threatened feel fear,fear
3102,feel even pressured cook healthy meals eat thorough preschool lessons boys keep house spotless exercise serve church community happy loving wife times,fear
3103,loved person went away wasnt necessary left reach goals,anger
3104,feel bitter see become,anger
3105,feel soooo impatient,anger
3106,love feel totally distressed hopeless put bright eyes record something sudden realization life shit worry,fear
3107,almost feel greedy rd child many people know working hard,anger
3108,love leave reader feeling confused slightly deceived,fear
3109,know main reason feel like losing unsure ever get pieces back quite ready talk yet,fear
3110,feel uncertain decade ahead,fear
3111,feel anxious worry case dont understand customers problems,fear
3112,feel deeply truly content,joy
3113,im feeling rushed like planned certain things summer longer,anger
